,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
num__missingindicator_Without evaluation ratio 2nd sem,-0.2445584562176335,0.2145570230640011,0.289882954317969,0.002246462329542196,0.0038744767327055585,-0.06890094334579688,0.031918012035587945,0.010514745452989166,0.008853759824879659,-0.010174946089995598,0.05904021948364934,0.07159933218884858,0.024639950733770243,0.03655831937721339,-0.028114260439779527,-0.03225401834714281,-0.00983601124946712,-0.03596117940513799,-0.008314470680558628,0.0352128286652284,-0.01821278067931935,-0.021308946343827212,0.03606937083155848,0.0005069638023038614,0.02147072823784763,0.007817086474646198,0.00992553924229983,0.02409367778995335,-0.019881747123800836,0.025166257842183577,0.06988868201765318,-0.006353871565932312,-0.060345557151627434,0.022288442360215238,-0.002896491895354042,-0.01965353269484317,-0.0011403927489012054,0.018086475095543352,-0.007249517361403479,0.004462926385315841,0.013398198597920533,-0.025409514345513057,0.005556628751994426,0.0079820871512773,0.011956500670148133,-0.03082701633882467,0.008452975606954807,0.0032420331697004534,-0.005030489985066,-0.0032942079169596336
cat__Marital status_1,-0.00323954000647367,0.038634081854685566,-0.02243203842273071,0.024107549961934618,-0.04023085376237057,-0.05874788922349382,-0.06965618544297032,-0.12123791763289575,-0.015247843524805644,0.039479370025043856,0.04565026532670497,-0.02796431825328451,0.006956779685740067,-0.04623119852266149,0.00949703511799836,0.07534266169918424,-0.009518360911341422,0.03775138123798359,0.033508983338526505,0.004679315836971447,-0.025761688360026347,-0.010384517611861682,0.006060494566365746,-0.032638840152518014,-0.0033417148638230365,0.02804220975505678,0.04163315578896973,-0.015035290580679551,-0.026118491025475282,-0.032217517944680585,0.038805163427019645,-0.016088414057716688,0.03039873632277448,0.04069752979047911,-0.026676384726813274,-0.01621681308452166,-0.0036100924436087423,0.03597043820825074,0.034969867347847954,-0.09006463021641058,-0.27089044053221023,-0.1702084731196154,0.2981829551567052,-0.410736489698611,-0.03171656263472529,0.09927372521979672,0.15653778561618345,-0.10510818412813859,0.06778497547154712,-0.014242758872523978
cat__Marital status_2,0.003185302316691526,-0.027620597076883614,0.018146102669538224,-0.017956117011400746,0.02904399770670534,0.04646918548051427,0.05714836355073023,0.09515428953866285,0.012976262049060267,-0.030900825713650246,-0.033146152566701545,0.02093075390351867,-0.013143383156771169,0.018527922785645388,0.0005717645659762578,-0.057990401168703576,0.0034876430409935683,-0.03119900587788959,-0.014201521338574996,-0.00612684095810867,0.024481159825026508,0.014073539505281736,-0.006497046458998124,0.02398096360709917,0.01203279250641808,-0.01781707175938403,-0.009030820073281987,-0.0018900798184768308,0.049210348319663096,0.01867143845853413,-0.03720418893015369,0.013261846310033104,-0.02834927754504541,-0.03336101490154338,0.02491202932524457,0.009763868809104053,0.014263035293325593,-0.01849067044067816,-0.022488411875092942,0.07651942798985271,0.27010984737173016,0.14688119217020415,-0.3112984310364711,0.41350986614865026,0.020128683401092605,-0.10620013687255345,-0.17357914199932792,0.11343990126678025,-0.05333582210635854,0.03656309762202245
cat__Marital status_4,0.0002527260108288643,-0.008425236436714575,0.0035217764811821843,-0.0065111239118852615,0.009907040242977571,0.010067948390097189,0.010806670652476843,0.02081775706752635,0.0017692353330374657,-0.00750023543437086,-0.010284608325644207,0.007295901809391721,0.003901824340661438,0.023938309740314644,-0.005013208655509799,-0.014400983477168366,0.004181359656432994,-0.007029009838726209,-0.01859113143120794,0.0006997644861168606,0.0005227345976669961,-0.002093432674266038,-0.003665291816574434,0.004831474100279454,-0.0013277024468625054,-0.008706326743796372,-0.024254703360157434,0.01794016193198259,-0.022499462122146943,0.008319344767322216,-0.0023075406055926007,-0.002233672863847569,-0.0008260853939069807,-0.004020717381011646,-0.009484925395778554,0.007211991106908466,-0.011140458999218728,-0.01829109468209445,-0.011935480959957386,0.010020635011545515,-0.0025208865780171064,0.011628618872784727,0.010097439594253351,-0.00629469969586744,0.01716034632212248,-0.0015651379928418134,0.0161529232423189,-0.01029416356431924,-0.0046978795001969,-0.019989959478815024
cat__Marital status_5,0.0001999870071846114,-0.0012468694922998414,0.000574456413265948,-0.00042815132875322477,0.0003179666215676395,0.0021405453128620537,0.00196853608772043,0.00436381028528049,0.0004946915621716394,-0.0008867126372957084,-0.0008624670438912136,0.0007417628689991136,0.002427277953819801,0.0008647595135395898,-0.004449337830453393,-0.001575196766345724,0.0008342738591481311,-0.00038597587213965584,0.0007636256852093237,-0.00020645886689660276,0.0022405274521557494,-0.0015443714946562909,0.005631045908048612,-0.0003476789441588246,-0.004195454218742439,0.00317318924648486,-0.004949553017018882,0.002737019950729582,-0.0014298956974862082,0.0029074664173297047,0.0044247758722343045,0.00237209491101828,-4.625053987568177e-06,-0.002859550000042746,0.008187599753921138,0.0016459245313888565,-0.0021149584548868505,0.0003239187704582175,-0.0010554164528422134,0.0006118363130302867,0.0030753579471807235,0.010726888656766409,0.002823940830468455,0.0031551197413103166,-0.0009936419170386845,0.00851309966038618,0.00010173669895099935,0.0036736878189104483,-0.010410733785149073,-0.0008467523784985338
cat__Marital status_infrequent_sklearn,-0.00039847532823133027,-0.00134137884878753,0.0001897028587443659,0.000787842290104597,0.0009618491911200533,7.021004002028253e-05,-0.0002673848479572137,0.0009020607414260226,7.65458053627674e-06,-0.00019159623972707365,-0.0013570373904680342,-0.0010041003286250024,-0.00014249882345009556,0.002900206483161892,-0.0006062531980113998,-0.0013760802869666154,0.0010150843547667389,0.0008626103507719234,-0.0014799562539529465,0.0009542195019170002,-0.0014827335148226428,-5.121772449758616e-05,-0.0015292021988414228,0.004174081389297923,-0.003167920976989813,-0.00469200049836116,-0.0033980793385117447,-0.0037518114835558836,0.0008375005254453172,0.0023192683014946133,-0.003718209763507646,0.0026881457005126924,-0.001218748329834922,-0.00045624750788109125,0.0030616810434261066,-0.0024049713628795655,0.0026024746043884356,0.00048740814406364463,0.0005094419400449614,0.0029127309019819636,0.00022612179131666077,0.0009717734198601349,0.000194095455044712,0.00036620350451767314,-0.004578825171451105,-2.1550014787638516e-05,0.0007866964418745404,-0.0017112413932327541,0.000659459920157146,-0.0014836268921850546
cat__Application mode_1,-0.007511805689616356,0.07761313876477069,-0.041645230442776154,0.05508751642597795,-0.03681899030938389,-0.04063438208690139,-0.0661688340801064,-0.08875374776610348,0.03701858761241992,-0.004170392041409932,-0.06586014515045037,0.024984534615900417,-0.03652835845491519,0.05869334319282473,0.001945225869047113,0.09395601040717733,-0.08375347326967472,-0.15165832684588504,-0.045290475490809265,0.3471357657753565,0.49672292405508556,0.010249048601768118,-0.26364856200540254,-0.17009774952488446,-0.0017339048859971676,-0.2281800512334629,-0.015035673931436566,-0.04466911471281439,0.08437267201272917,0.11700991435828931,-0.04847682106987697,0.0033244488232091196,-0.008301142819506967,0.03213104249876336,0.03394933361174334,0.018931736178846137,0.0062053724463696815,-0.004508624035194073,-0.03968897892484666,0.002232960242295967,0.039952481610782305,-0.009554810134322678,-0.0037961072811707325,0.041876918144025485,-0.008426785583299588,0.06143648368607492,0.16335503464581583,-0.05359226138535318,-0.07626509809029432,-0.11637294521047678
cat__Application mode_15,0.0006663776701028797,0.000592148936956718,-0.0004190436427387108,-0.0005556375131989481,-0.0007990838502706734,0.00019625239830654717,-0.0015770296261225303,0.0035937215333809295,-0.00296320789800699,0.0008276679084261613,0.00382102299499052,-0.0034859425525058316,0.002664988662413275,0.00024050283270258415,-0.006804078703590356,-0.001227371663286477,-0.0005163067662153967,0.005000204606318975,0.009795695231613201,0.0025297125534909913,0.0026659442950071263,0.002503207229832883,0.01138659480491674,-0.004463367955111725,-0.00762589958334391,-0.004274455390637811,0.0029160750506159244,0.006350920957581496,-0.01179332205012534,0.001759532389393765,-0.014421864661229106,-0.003797454605177216,-0.0003926465469789378,0.010399189591443269,0.004084121038982544,-3.235609342482765e-05,0.00359376042774359,-0.008781199350597034,0.011545751303671598,-0.0038439854722663036,-0.021942645762322036,-0.003976275282690997,-0.003284974393659053,-0.024525397490125937,0.0020134925896230504,-0.02534485061084129,-0.0811027710241232,0.036586294225469856,0.01759257348199896,0.002146345477233203
cat__Application mode_16,0.0006347968643576605,0.0016126852979632493,0.00021193065971703915,0.0012785312640027342,-0.0007760787006575598,-0.00032261937625681673,-0.0013316918389055898,-0.0010524513347421184,-0.002795634104211947,-0.001266198401141912,-0.0020181556561759597,0.0036240023568310004,-0.002999959601716777,0.004183434686506811,0.006580895102317254,-0.0012361140998745695,-0.0006713778808357027,0.004952615846997159,0.004675013609566977,-0.008393693896273488,-0.004512718719821271,0.006893335704707263,-0.0019323465235184384,0.002509820474630173,0.002854961303611639,-0.0038744753421552577,0.0045333179363372675,0.003686410151111503,-0.005629725001804469,-0.0014341320933768664,0.003328440261548741,0.007578154387917493,0.004358600559840824,-0.006228913363418423,0.004813971517032981,0.00437761534021764,-2.099449273702998e-05,0.009315196456938422,-0.0032348381752984176,-0.0028317536872834136,-0.008036826327373408,-0.0053143460876171385,0.006511702762708422,0.0007603657862897786,0.00043868122119953765,-0.00841493848964927,-0.006959544773584727,-0.0011913215211709818,0.007559224417721718,0.018379262980842262
cat__Application mode_17,-0.004038180066119134,0.015599812716355271,-0.0328274320132819,0.0065960265443180885,-0.006683756703447132,-0.06632514907036154,-0.020951138619347793,-0.05081201752385373,0.007198984992206108,0.01406706690529128,0.011591660111814993,-0.00888873021931457,-0.016997789585578037,-0.032450021774111694,0.04600007401133724,-0.06281121768640914,0.03920286727391679,0.02772047401222947,0.03857162751682124,-0.33999366022688576,-0.40786373148792116,-0.0053465487332539086,0.17860557058390397,0.19053590405478746,-0.009785792669062465,0.06326229085044709,-0.09667054744329982,0.07595104817356418,-0.10909978196753675,-0.06599244202583235,-0.19427022332541768,-0.06989480296432497,-0.15140354019301774,0.14872472864216588,0.04532268099947498,-0.030049547653617878,-0.01471190152613635,-0.03874883047654267,-0.025399507432052167,0.02433939211137673,0.09668746553877647,0.032174101773572425,-0.018613197794435966,0.03466292135705758,0.024969846552977883,0.0678235524546919,0.20356669901963437,-0.06426436739665553,-0.07738419819312911,-0.14416043419050975
cat__Application mode_18,-0.0010789228132160162,-0.0009022843545048749,-0.003548200099234674,0.001549383734665975,-0.0005743060935684439,-0.0028012443675955903,-0.003844466964497183,-0.011479327578294196,-0.007910274124278785,-0.00048222468750917514,-0.007630793237211668,-0.0019015314577298826,1.5551567211021076e-05,0.0028512076148530627,0.0013349048334852392,-0.01170458459596735,-0.0058002730901347286,0.0072568316820976475,0.00749748456885594,-0.004572689615341562,-0.023227187685812126,-0.003624449303130506,0.014420517173387645,-0.006489184777851773,-0.005258287867708652,0.00033514265697793394,0.01696035366927886,-0.0032069082489337916,0.00666567356199449,0.0029647974218993214,0.0016192405286761568,0.0021081318806726035,-0.013555361515358992,-0.010596834445088962,-0.005237104103025081,-0.0055853781935486565,-0.005105560125609594,0.016051859964055656,0.028065107091213435,-0.018097096568773466,-0.020780052859500422,0.009020139939190732,0.006045312220726308,0.01010817392706855,0.0005380853591275235,-0.007178558579189092,-0.06327351058389546,-0.004958994389863136,0.03144206052033836,0.040973724310849495
cat__Application mode_39,-0.01416509370451227,-0.06950531164982289,0.0058946077753689805,-0.03580310233339222,0.033655299704753755,0.06864736507893787,0.10179600950547485,0.1299185855500827,0.004035342799085066,-0.017127061343639158,-0.008025571599162016,0.024203211758846918,0.03577043872762836,0.03483727840015768,-0.022860527342056628,-0.0600626562039954,-0.04168268376682764,-0.02471022463592035,-0.06302768179317422,0.008217948084957957,-0.006015833825824983,0.005424278868126526,0.07291994376884026,0.012987321775108236,-0.022787864132256412,0.08916407180768751,0.14829689493976622,-0.01689584214550148,0.0631946891691152,-0.04999214886584049,0.0983855705169531,-0.06560384539794172,0.15977730030344073,0.027505178241555975,0.22258877062979843,0.09217860968530067,-0.012015988862184114,0.031329172627045786,-0.09148740438215315,0.15417765036237752,-0.009087699510610753,-0.06703138931439437,-0.04230664099262623,0.06889422095273273,-0.28408337787430954,-0.22931958497175337,0.21447698408328533,0.038580603638723635,0.31834759127501294,0.08108364116682462
cat__Application mode_42,0.003927409087812656,-0.003260567613283531,0.00801906485974647,-0.0011768260351799004,0.0027075748479779937,0.001178518277290835,0.0002861165303217707,-0.0031746927694770548,-0.002499405407750314,-0.0027525272429602824,0.003629464274547871,0.000602102259778218,-0.011033335060236626,-0.00514122975967467,-0.008292758250349268,-0.0019751744227731226,-0.004877957071495678,0.002303982102711935,-0.00089003202108074,0.0062379266813486055,-0.007935695355546977,-0.007495005825207173,0.0006237505827898782,-0.0024405781539330704,0.004342283858194906,0.012542436955130394,0.00588544107945204,0.004878763588101048,-0.02902803641887775,0.002870498690515099,0.010054378732284942,-0.0032281232296995934,0.0012142664379033476,0.0025248705330382128,-0.0037348433451498617,0.04252906647344755,-0.024862719785924838,-0.012978441287819982,0.02206807428233464,-0.005858455790312335,0.00865882016656119,0.019809982789647004,0.0034673005113617303,-0.014547037992871962,0.00908989882375221,0.0071044654889742195,-0.018378343653811018,-0.014013007324838496,-0.0014485747371349323,0.0024674002963462997
cat__Application mode_43,0.009877723360813561,-0.011801144722187271,0.03447994137582101,-0.011714933663334978,0.02981956660049065,0.0008718295069260911,0.011166218046434395,-0.0034033906050108583,0.005601391856628559,-0.005716668907240989,0.007320143123257622,-0.0040702104686075515,-0.02462673323688044,-0.004234007321427336,-0.040554305483821,0.014485256623487302,-0.0022680763974893057,0.024507131086822675,0.03620501772787225,-0.024849351724184614,-0.023713043355282883,-0.004387246260455963,-0.041538522000309455,0.0007490880552968662,-0.025739005227709597,-0.009661150935665504,0.012502626304459821,-0.053328921751842284,-0.005792816430664776,-0.055145736926353585,0.03358356569918601,-0.003810070979621216,-0.07953490081558334,0.04908327804974755,-0.005980234478382737,-0.041102149310849476,0.025509217074856077,0.04451848319855024,0.05091800879027078,-0.1175615722334373,-0.04661977248596789,-0.038475198083580825,-0.012961698002431299,-0.0948633745319381,0.20003829817285837,0.09588100748451141,-0.3325762158395103,0.049071951932230747,-0.17311621003328392,0.14860022221394115
cat__Application mode_44,0.0021647833725006527,0.0015786466873156197,0.005107899533788154,0.0007287446873947664,-0.021028690891146593,0.028269132910825164,0.004326727227023116,0.003982043467558945,-0.033265506186360524,0.011452984158923341,0.058964810627443895,-0.013512022386836468,0.024630082099932397,-0.03401658634619005,0.03481210018851611,0.03398076193447096,0.05625982813683668,0.08250379023465876,-0.0006762993318943423,0.01854995869751861,-0.03866625474186937,0.010154590372876051,-0.007182607291750194,-0.01839149115017957,0.03607323695158107,0.0599292466798132,-0.06280045759042913,-0.023267165799005562,0.04682872234523002,0.01263841315337894,0.05004250097553031,0.09332991142446698,0.04554971205149005,-0.1644252897676557,-0.25259839024773795,-0.037510647852767656,0.026473009900945976,-0.025905309213609687,-0.020795167631354063,-0.009003771269871993,-0.006754984823916212,-0.020373851052190726,0.011762545812813805,0.026650451690104854,-0.017616610258568446,-0.06749043590011677,-0.05119206476895557,0.004363752618279371,0.06367966720881232,0.0988604625467274
cat__Application mode_5,-0.000416643375663974,0.0007468022799201633,-0.0006262884634057253,0.00028771899481197917,-9.248508865414782e-05,-0.0008914330671508411,-0.0015473094955166069,-8.25456900156369e-05,0.0008591752755817347,-0.0006714694633954999,0.0005374468650367187,-0.0009661731204613759,-0.0007589164333385483,-0.00024495572529650714,0.0016983281356758573,-0.003181565542563659,0.002668521301050087,0.002103016263002741,0.0019226267302993962,-0.004290454658256905,-0.0012015776471228246,-0.0011040946637626131,-0.001124775661568253,-0.00030705180007097824,0.000246951572456325,-0.002344267257611097,0.0005472580772310341,0.0036121554487132286,-0.001956713746038242,-0.0012498327946146477,0.0023965987547782813,0.0030795081188458896,0.00298927308899705,-0.0016491015634582246,-0.000701301903664877,0.003577063314427073,-0.0027880858476144015,0.004698298256538039,0.0007410958785378937,-0.0020724737406153035,-0.0065383660042940914,0.005014718872670982,-0.004977735651264988,-0.005756133135483703,-0.004305942031881154,-0.00444575955927301,0.0006616186979427432,0.008356689400629239,0.005978107770319346,0.011249252692975623
cat__Application mode_51,0.0026930114677976348,-0.001013525686345301,0.003987209174365626,-0.005480454157182594,0.004248952808286735,-0.004309560574834808,-0.008752106666539536,0.0032316830211196225,-0.004169180569125056,0.003224428619671787,0.0018408645850376878,-0.005699564095112803,0.0065732296566343605,-0.008137965914971627,-0.010666533369366495,0.004468846857222001,0.003893377896971172,0.009357261948248664,0.003278404795966768,-0.0013465395188970023,0.004458970068534507,-0.011205738539482783,0.010857682076190065,-0.008411305816806009,0.0032008457633126187,-0.0013839867657329252,0.009214574804737476,0.0007926089822059054,-0.010386937452767824,0.004482230861966505,-0.005679751962714825,-0.007133145171578224,-0.009648778148188751,0.0026553059758758074,0.0034005614952582995,-0.003943772817399202,-0.008887648104029129,0.0039819874637272885,-0.004014434605480287,0.016326813694574966,-0.011820138797525373,0.00961907705649541,0.007629805595550196,0.008856238127662005,-0.009152709653414581,0.0027626127315528116,0.0035523621042354795,-0.0004902661474604558,-0.004499336442619954,0.0006982440207670649
cat__Application mode_53,0.0032875057471664286,0.000505936898319737,0.004830883348385814,-0.0035938492290164483,-0.000692036224067255,-0.0018899337754861361,-0.011404617657706584,0.0046633539215884465,0.0003286078752001801,0.002622132478265331,0.008503868295725487,-0.0008836851707393528,0.00697327705458495,-0.0027380144193439645,-0.00018942688864983053,0.009645999735711282,0.00811097954165774,0.009125030101197766,-0.008761863867864417,0.003983578199522605,0.0018916603964646665,0.0021477411144656114,0.011894875809776443,0.004778995640475073,0.002590220575948366,0.004934352486559988,0.0023755782861564654,0.01620710871001911,0.005169864196251312,-0.004597894371602134,0.0005873056075824442,0.004987741266624738,0.006631751208185166,-0.017305539510928645,-0.00920819042463115,-0.012885523731315431,-0.0013067515071866296,0.005382118074094066,0.0038344053589523795,0.01352445721133038,-0.0016655702481061848,0.006974390008125837,0.006460017835907031,0.008904219998346176,-0.013311705929833328,-0.00674583687021351,0.009064017803035243,0.007172806846843205,0.007113944002822808,-0.011019499469021123
cat__Application mode_7,0.002298366854469916,-0.011690598755281447,0.013233568753895397,-0.005045966746492568,-0.0023291243174950235,0.015234958069610692,0.0014397967986715283,0.012638153397206723,-0.001443272656174098,0.0007271840072597676,-0.009507614667594108,-0.01563172939949104,0.019324034015232572,-0.012508659721985692,-0.0020264058036373604,-0.013800855587566826,0.02496154482109347,-0.0016477318225911802,0.009700813463771251,0.0002500898407023201,0.003178657879023777,-0.004252440416303779,0.011916099222421688,-0.0025393037509895584,0.026696922969656582,0.018536402122766228,-0.022417779114998572,0.027234489479058918,-0.02562813622317011,0.03712997521857055,0.06839084893850013,0.03368950149481503,0.04492963889263005,-0.06886871469792928,-0.05058473176746835,-0.031454148722517415,0.0032389776074683158,-0.01691963048326023,0.05585440103096254,-0.046514069774130674,-0.004874901804858819,0.06380226859675045,0.04573370722518693,-0.04365706455283214,0.096903807374234,0.12929330775092307,0.0061162576782334555,-0.02396955458227868,-0.1431425774105889,-0.12540238134374915
cat__Application mode_infrequent_sklearn,0.0016606712241063462,-7.573880017612996e-05,0.0033010891803486133,-0.002157151973373894,-0.0006368417828183177,0.002776266076689945,-0.003437673159183465,0.0007306323765597085,4.390534786225553e-06,-0.0007349219905407263,-0.003167000567260688,0.0016257378794423104,-0.0030065094109712337,-0.001334325744043321,-0.0009774922989079344,-0.0005373357556323305,0.004473029271147268,0.0031859454201107022,0.006999668860056101,-0.0034585901930583736,0.004217886125085912,4.332184981938099e-05,0.0028017794603228292,0.0015789029295295424,-0.0030746686286836624,0.0010144433658831103,-0.006307662067870519,0.002654447167742196,-0.006916151994334645,-0.00044317501639280776,-0.005539788995801532,0.005370044951791164,-0.002614172503852513,-0.003949200184110359,0.013885356977769475,0.0009694333832016705,0.004679312794038461,-0.007435081193926232,0.011593487415241662,-0.004818095085264917,-0.0071778086916452506,-0.0016888090816567572,-0.001670037848666343,-0.017364502280034413,0.00290502123753378,-0.01536146461569213,-0.04731052338830112,0.018347674085444184,0.0241428262300245,-0.007503295492750533
cat__Application order_1,0.0027588230750285633,-0.037592094092604965,0.05407253502211963,-0.02493692563335095,-0.0010488513305735871,0.09436409954469216,0.06896661119051556,0.10083672910238306,-0.015724223963704983,0.0010930167943793143,0.0948166548331473,-0.0497237914213338,0.062428596038576374,-0.05430612133825913,-0.12973191049514035,0.23369085230925082,0.09878460262617814,0.01439627136947404,0.035463346743959234,0.13230702766343844,0.05250480033671257,-0.0766690654658332,-0.03882171866535493,-0.25789802452278104,0.13979089323645244,0.532805149614141,0.17458922064916804,-0.007834060329609135,-0.11306710345188557,-0.010326244692544194,-0.3014661046069512,-0.11210695916247207,-0.09623468839647578,0.05567353060403864,0.024411219602451715,0.020556742037587894,-0.00886154441420648,-0.047241398837414794,0.058230022096539366,0.040058035576991634,0.03655721721273263,-0.08450716351895804,0.16368283861684094,0.1565693784085152,0.08348167568045285,0.040200028754635825,-0.06697388498573444,-0.035050063803284806,0.025782760122336178,-0.11347015189569318
cat__Application order_2,-0.003282461834434222,0.006254998026384701,-0.02152726155354771,0.007419085045352064,0.00011872840967432945,-0.03616026866784916,-0.014581001129195054,-0.040765432715870326,0.0032095005912120764,-0.008843395844342647,-0.030809459608532177,0.019112384226077608,-0.023181070848920113,0.02170160877211228,0.05085370968705419,-0.08310880770992986,-0.020623212504056257,0.029149794175179447,-0.021860025760336757,-0.10844648205995329,-0.023872948204949195,0.03593854975621179,-0.00838773837678429,0.18085105699565704,-0.09903743670818185,-0.32623953329833366,-0.11651518380591659,0.009440251503433101,0.031241119579238204,-0.003129152172339101,0.17917759583851112,0.1231161919565777,0.11357275929558301,-0.034813790323825256,0.08409445065940038,0.12439778878230758,0.03476182912032978,0.06519293551237387,-0.0931949444109353,0.08641731396552425,-0.038998892328192515,-0.3070026336830204,0.4200935406231818,0.34722708773631733,0.11784193836496229,0.025191859977207562,-0.16534505868189373,0.014361987220737449,0.11265999850431607,-0.08055024985005754
cat__Application order_3,-0.0010843541825683468,0.012616049831166754,-0.011004712440585296,0.008534788901411593,-0.004537387959683188,-0.01776824533525353,-0.02227682444023985,-0.019524527447809026,0.008348102716621623,-0.0029623939572464932,-0.02034910094696257,0.010170609320424798,-0.014849604940906442,0.01425365421646474,0.02739214086566614,-0.052792043108275274,-0.02430297164548618,-0.027642843693008894,-0.0010292393739058635,-0.01914654077930651,-0.008687464393359726,0.04271332061755355,0.01547798250484012,0.0173261297500241,-0.030696106782174607,-0.09603018864729897,-0.027511915964752047,-0.014304161943278163,0.030330823412697817,0.01778357360248455,0.043919563560782304,-0.014891159722859539,0.014909523396625855,-0.02100443944285874,-0.05317773635505381,-0.07479826163135643,-0.03271871048846454,-0.012044737261294772,0.01407931112406293,-0.062023545848528254,0.03486197696241545,0.18658201713649755,-0.2701111978662586,-0.3279290550111518,-0.10504354707042868,-0.1478826208438162,0.06913156357948891,0.10194822548918886,-0.19434515009496772,-0.01102598107008532
cat__Application order_4,-0.000378600110012715,0.013129650548494015,-0.0116063217718294,0.003085662021189009,0.003089089761924731,-0.019945082435352382,-0.015280443871852333,-0.01754216284558996,-0.0006029298325382488,0.006258612860985445,-0.026769815391165144,0.0022066218129954854,-0.008066027122994078,0.014526062749951187,0.03044492943969016,-0.05370753291679446,-0.023337681846152494,-0.005676425114603644,0.0027541580794079004,0.004508837185777597,-0.002706821584073607,0.0011444553430145533,0.008975402031005286,0.02953102687366826,-0.008603459955530001,-0.06090890498644071,-0.02258438096868433,0.0017636246198117211,0.03923484906559271,-0.0004098433552820434,0.03514597234521742,0.010569287511242413,0.008635412779088376,0.00809502357430859,-0.028066716890223695,-0.03565951874653784,-0.0026072039442779325,-0.002175468944916034,0.028453043070047812,-0.07124971403392445,-0.021581523010901334,0.13122336592843836,-0.20664440852419952,-0.11755423037944616,-0.047996897688433945,0.048587606644673265,0.12635547422134852,-0.03230319852872604,0.06941386170937497,0.1982739415656862
cat__Application order_5,-0.0004642237584200433,0.0014953950413607799,-0.0077341881653046965,0.0027410531998088355,-0.0002365238576298929,-0.013123162359921066,-0.011925122082456168,-0.009190940490224885,0.001479687729690147,0.0034495106953182186,-0.006138779494937733,0.009283777956715861,-0.010708391665844842,-0.0004554271269883885,0.010982474817321477,-0.02325650458574393,-0.013672734807386728,-0.00981120654872539,-0.0022847134783208186,-0.018758109682117708,-0.011600890031910258,-0.003971620709082299,0.01406683416808404,0.018168236181777764,-0.009258786713331045,-0.02739658018922299,-0.013852703926383318,0.009235559255453996,2.662323923276113e-05,-0.005185484516408551,0.015807750725314564,-0.0065573788081555815,-0.013238890908680193,0.006669047259588338,-0.021703566896052955,-0.0195982847675935,0.015324939894244697,0.0030024423633483966,0.004599997571464214,0.017466100261205545,0.0032321050376649518,0.04906137269441795,-0.06314188931986628,-0.033195580149257976,-0.023492398212027518,-0.002611263105555351,0.032874104591956686,-0.014282456729716828,-0.03487613496667522,-0.002518497681221113
cat__Application order_6,0.00207520507685962,0.004124361592886717,-0.002890713251686484,0.003266215755740541,0.0026225983010764336,-0.007401959355780015,-0.005056951029079979,-0.01354054182729381,0.0029575069970450775,0.0016727693163901358,-0.011620432516749107,0.009460822691084633,-0.005902808648411355,0.004471512813181889,0.008466791698709872,-0.02072843114198848,-0.017285541565552107,0.00015507673480775086,-0.012803797958285283,0.009702473106110403,-0.004796850425046207,-6.184049975011549e-06,0.00922795418410674,0.010324950535908695,0.009126057758196901,-0.021011416917945287,0.0035022940382195547,0.00021194766929386478,0.00838622712727944,0.0024022093372016544,0.025626549281026284,-0.0006753113238428185,-0.02834144030347666,-0.012546396664490495,-0.0065293307722274615,-0.017682026879177734,-0.0062090461968236435,-0.005096782394394368,-0.0125584180748839,-0.008649902571387067,-0.011662344168390773,0.0219573859275389,-0.0436498185391842,-0.02309468033390807,-0.025025636436976445,0.03807217685112629,0.0007554041952894039,-0.034603768598341675,0.02084433925536429,0.009343155280779655
cat__Application order_infrequent_sklearn,0.0003756117335471356,-2.8360947688011507e-05,0.0006906621608339473,-0.00010987929015110966,-7.653324788794383e-06,3.4618609464023844e-05,0.00015373136230781092,-0.00027312377559509206,0.0003323557616743017,-0.0006681198654839547,0.000870933125199366,-0.0005104245859646156,0.00027930718850040947,-0.00019129008646259624,0.001591863986698585,-9.75328465189128e-05,0.0004375397424554856,-0.0005706669231232513,-0.0002397282525185133,-0.00016720543394894549,-0.0008398256973734704,0.000850544508110747,-0.0005387158458970073,0.001696624185745164,-0.001321160835431819,-0.0012185255748995635,0.00237266997834858,0.0014868392248947593,0.0038474610278445773,-0.001135058203112247,0.0017886728560996615,0.0005453295495100527,0.0006973241373356906,-0.0020729750067610465,0.0009716806517060458,0.002783561204769823,0.00030973602919839166,-0.0016369904377025336,0.0003909886237045638,-0.0020182873498816693,-0.0024085397053286387,0.0026856555150858545,-0.00022906499051453082,-0.002022920271068784,0.0002348653624513787,-0.0015577882782714016,0.003202397079544294,-7.072504985698204e-05,0.0005203254702510953,-5.22163494090528e-05
